,datetime,city,state,country,shape,duration_(seconds),duration_(hours/min),comments,date_posted,latitude,longitude,month,year,year_month
46942,1995-05-15 18:00:00,claverack (east rt.23),ny,us,triangle,120,2 min.,Saw two large triangles&#44hazy/transparent&#44hovering a few feet apart north of Rt.23,9/28/2002,42.2250000,-73.735,5,1995,1995-05
46943,1995-05-15 18:30:00,killawog,ny,us,light,240,4 minutes,Two sightings on two consecutive Thursdays of sphere like lights.,1/11/2002,42.4005556,-76.0211111,5,1995,1995-05
46947,1996-05-15 03:00:00,regina (canada),sa,ca,unknown,4,4 sec,it was a light moving south east then it was like a camera flash and it was gone the for one sec it was there and streaked norht and wa,12/2/2000,50.45,-104.616667,5,1996,1996-05
46948,1996-05-15 03:00:00,tulsa,ok,us,sphere,300,5min,Spherical bluish green craft hovering over the water,12/9/2000,36.1538889,-95.9925,5,1996,1996-05
46949,1996-05-15 04:50:00,atolicita hills,ca,,unknown,120,2 min.,Woman driving to work sees 2 &quot;really bright white lights&#44 w/ strobing blue&#44 yellow&#44 red lights in center.&quot;  Stops car; obj. moves off.,11/2/1999,36.778261,-119.417932,5,1996,1996-05
46950,1996-05-15 06:15:00,jacksonville,fl,us,unknown,30,30 sec.,Two fishermen witness very bright obj. pass overhead from SW to NE.  Covered 90 deg. of arc in 30 sec.&#44 they thought. (Satellite?),11/2/1999,30.3319444,-81.6558333,5,1996,1996-05
46951,1996-05-15 21:00:00,frankfort,il,,triangle,0,,Massive black triangle with red lights at ends hovering,2/8/2011,41.495867,-87.848661,5,1996,1996-05
46952,1996-05-15 22:05:00,bellflower,ca,us,unknown,10,10 sec.,Man sees 2 bright red spheres&#44 &quot;200 yds. apart&#44&quot; streaking W to E along Hwy 91.  Below 1&#44000&#39 alt.  Both suddenly climbed sharply.,11/2/1999,33.8816667,-118.1161111,5,1996,1996-05
46953,1996-05-15 22:30:00,willard,mo,us,cigar,2700,45 minutes,huge object,3/19/2002,37.3050000,-93.4283333,5,1996,1996-05
46954,1997-05-15 00:00:00,san diego,ca,us,disk,2700,hours,huge disk,5/2/2011,32.7152778,-117.1563889,5,1997,1997-05
46955,1997-05-15 02:00:00,londonderry,nh,us,light,60,less than a minute,Flying neon lights,9/24/2003,42.8650000,-71.3744444,5,1997,1997-05
46957,1997-05-15 08:30:00,mesquite (near dallas),tx,us,teardrop,25,25 seconds,Small quiet very non dramatic teardrop shaped flying object appeared to be taking off.,2/25/2003,32.7666667,-96.5988889,5,1997,1997-05
46958,1997-05-15 10:00:00,college station,tx,us,light,1200,20 minutes,following light,12/19/2003,30.6277778,-96.3341667,5,1997,1997-05
46959,1997-05-15 10:00:00,mesquite,tx,us,circle,30,30 seconds,hoverd overhead about 30 seconds then took of north at very high speed,1/22/2000,32.7666667,-96.5988889,5,1997,1997-05
46962,1997-05-15 16:53:00,palm beach gardens,fl,us,formation,3600,over 1 hour,Red flare like lights in formation. Tv footage was very good. Airline piolt reported alt as 10&#44000 This story did not make it out of Pa,1/28/1999,26.8230556,-80.1388889,5,1997,1997-05
46963,1997-05-15 18:30:00,sorrento,fl,us,cigar,300,3 to 5 mins,A cigar shaped craft with lights floated about 250 yards in front of us and made no sound.,6/12/2007,28.8075000,-81.5638889,5,1997,1997-05
46964,1997-05-15 20:00:00,waco,tx,us,light,60,1 minute,mama ship drops off baby ship,2/14/2006,31.5491667,-97.1463889,5,1997,1997-05
46965,1997-05-15 21:00:00,asheville,nc,us,other,60,both events 1 minuite,an object was sited around the asheville area that was travelling westward. it was brilliantly lit and appeared to be moving very fast.,1/29/2002,35.6008333,-82.5541667,5,1997,1997-05
46966,1997-05-15 21:00:00,great river,ny,us,oval,2700,45 minutes,As I was leaving in my car from a building I happened to look up into the sky and noticed 6 hovering things.  I stopped my car and got,1/28/1999,40.7211111,-73.1580556,5,1997,1997-05
46968,1997-05-15 22:30:00,south bend,in,us,triangle,120,2 mins,object seen in real life is seen on tv too&#33,7/16/2003,41.6833333,-86.25,5,1997,1997-05
46969,1997-05-15 22:45:00,bouse,az,us,triangle,60,1 minute approx.,5/15/97 at 22:45pm&#44 son and I saw a 150ft pie wedged shaped craft fly down our valley East to West at 30-40mph at 30ft altitude. At eac,7/14/1999,33.9325000,-114.005,5,1997,1997-05
46970,1998-05-15 00:00:00,s. beloit,il,,circle,35,35 sec.,IT LOOKED LIKE A REG STAR&#44WHEN I STARTED TO LOOK AT IT FOR MAYBE 1 MIN. OR SO IT GOT VERY BRITE VERY HOT WHITE  THEN IT SEEMED TO GO UP,1/28/1999,42.493071,-89.036776,5,1998,1998-05
46972,1998-05-15 07:30:00,ft. campbell,ky,,circle,15,10-15 seconds,Object spotted over Ft Campbell&#44 Ky.,5/13/2012,36.663447,-87.47739,5,1998,1998-05
46973,1998-05-15 07:30:00,nettleton,ms,us,light,30,15-30 sec.,Red light viewed over Nettleton&#44 MS light acended from trees and disappeared with two jets a minute behind.,4/27/2007,34.0888889,-88.6222222,5,1998,1998-05
46975,1998-05-15 18:00:00,des plaines,il,us,other,900,10-15  minutes,Seen objeck going from N-E to S-W. Looked Like a black hourglass and was moveing up and doun in and out of clouds.,9/28/2002,42.0333333,-87.8833333,5,1998,1998-05
46977,1998-05-15 20:00:00,new york city (bronx),ny,us,oval,180,3 minutes,On may 1998 I was going to cross the street with my child at that time the lite was green  and i wanted to rush home so i press the but,3/11/2006,40.7141667,-74.0063889,5,1998,1998-05
46978,1998-05-15 20:00:00,vincennes,in,us,triangle,300,5 minutes,Triangular object hovered in evenig sky,1/3/2001,38.6772222,-87.5286111,5,1998,1998-05
46979,1998-05-15 21:45:00,sebastopol,ms,us,light,900,~15 minutes,Strange&#44 unidentified light that makes seemingly intelligent responses to it&#39s sighting.,2/28/2013,32.5727778,-89.335,5,1998,1998-05
46980,1998-05-15 23:00:00,newnan,ga,us,light,60,1 min,very bright&#44 with a beacon light too high to be helicopter&#44couldnt be airplane,1/28/1999,33.3805556,-84.7997222,5,1998,1998-05
46981,1998-05-15 23:30:00,pueblo west,co,us,triangle,900,15min,It was about 11:30 at night&#44 when my brother came into my room and told me to look out my window. He seemed very excited but also a lit,8/28/2003,38.3500000,-104.7222222,5,1998,1998-05
46983,1999-05-15 01:00:00,fair grove,mo,us,disk,300,5 minutes,2 saucers appeared to dance in the sky then drop and suddenly shoot straight up to the left and right then disappear,6/23/1999,37.3838889,-93.1511111,5,1999,1999-05
46984,1999-05-15 01:15:00,sturgis,mi,us,unknown,45,45 seconds,It was a circle type shape that changed colors and spined as it got up higher in the sky.Then after about 45 seconed it disapered.,12/7/2006,41.7991667,-85.4191667,5,1999,1999-05
46985,1999-05-15 02:45:00,palm desert,ca,us,changing,45,45 seconds,BRIGHT ORANGE OBJECT WITH WHITE BRIGHT TRAIL TAILING FROM BEHIND LIGHTING UP THE WHOLE MOUNTAIN SIDE&#44 TAIL DISAPERED OBJECT DIMED SLIGH,6/23/1999,33.7222222,-116.3736111,5,1999,1999-05
46986,1999-05-15 10:00:00,york,pa,us,cylinder,5,5 seconds,Stationary grey/silver cylinder against a cloudless blue sky,3/19/2002,39.9625000,-76.7280556,5,1999,1999-05
46987,1999-05-15 12:00:00,ashtabula,oh,us,cigar,0,very brief,Silver / White Cigar&#44 height as plane&#44 silent.,3/4/2008,41.8650000,-80.79,5,1999,1999-05
46988,1999-05-15 17:30:00,western grove,ar,us,fireball,360,6 minutes,He was driving to my house in Anderson Flat&#44 when he saw it&#44 Blue fire ball&#44 with a haze around it that change direction East and West.,6/6/2000,36.1008333,-92.9536111,5,1999,1999-05
46989,1999-05-15 18:27:00,atlanta,ga,us,disk,10,7-10 seconds,Fast Silver Craft  over Atlanta May 15th 1999. Saw craft through binoculars. Speed near Mach 3-4. Craft seemed to self-illuminate. Dayl,6/23/1999,33.7488889,-84.3880556,5,1999,1999-05
46990,1999-05-15 21:03:00,essex (canada),on,ca,circle,900,15 min,RASC Observing session. Object 5deg. s polaris&#44 eastward 30 deg.magnitude -2watched with 8&quot; ref&#44 6&quot; ref.. object had long arm that rota,12/2/2000,42.166667,-82.816667,5,1999,1999-05
46992,1999-05-15 22:00:00,derry,nh,us,disk,0,,disk was following my car very bright blinding brightness&#44low as tree level on windham depot road,9/28/2002,42.8805556,-71.3277778,5,1999,1999-05
46993,1999-05-15 22:30:00,wolfeboro,nh,us,light,120,1-2 minutes,I was called by a friend on the phone who said she and her husband had just seen a bright light moving silently and speedily across the,6/23/1999,43.5838889,-71.2077778,5,1999,1999-05
46994,1999-05-15 23:15:00,massillon,oh,us,light,1800,30 minutes*,Strobing lights brighter than usual ICAO ident lights.,5/24/1999,40.7966667,-81.5216667,5,1999,1999-05
46996,2000-05-15 02:30:00,winter haven,fl,us,egg,0,ufo,ufo,8/12/2008,28.0219444,-81.7330556,5,2000,2000-05
46997,2000-05-15 03:00:00,bushkill,pa,us,circle,180,3 minutes,Do things normally vanish into thin air?,4/25/2002,41.0933333,-75.0022222,5,2000,2000-05
46998,2000-05-15 04:00:00,los angeles,ca,us,triangle,300,5 minutes,Boomerang ship over Los Angeles in 2000,8/7/2007,34.0522222,-118.2427778,5,2000,2000-05
46999,2000-05-15 07:00:00,dexter,ky,us,disk,425,7:05,we saw an object in the air that went slower than an airplane and then went faster than the blink of an eye.,4/27/2003,36.7427778,-88.2963889,5,2000,2000-05
47000,2000-05-15 13:45:00,johnstown,pa,us,disk,600,10 min,My First Daylight  UFO,10/28/2002,40.3266667,-78.9222222,5,2000,2000-05
47001,2000-05-15 19:30:00,jackson,nj,us,cigar,0,,ufo spotted while mowing lawn,6/6/2000,39.7763889,-74.8627778,5,2000,2000-05
47002,2000-05-15 20:00:00,new rochelle,ny,us,circle,5,5 seconds,A Round Bright Light the Size of a Beachball flied right over my brother and I heads before dissappearing,5/15/2006,40.9113889,-73.7827778,5,2000,2000-05
47003,2000-05-15 21:00:00,harrison,ar,us,light,300,3 to 5 min.,It looked like one of the stars&#44 until it began to slowly move.,11/20/2002,36.2297222,-93.1075,5,2000,2000-05
47004,2000-05-15 21:30:00,ladson,sc,us,other,600,10 minutes,A formation of hundreds of pulsating white lights&#44 moving slowly parallel to the road,4/22/2003,32.9855556,-80.11,5,2000,2000-05
47005,2000-05-15 21:55:00,woodburn (south of) on i-5 north @mile post 265,or,,light,120,1-2min,A bright light was observed&#44 not moving @ about 60 degrees above horizon. Without moving&#44 it disappeared. It was observed for approx 1,6/6/2000,0,0.0,5,2000,2000-05
47006,2000-05-15 22:00:00,buttonwillow,ca,us,chevron,900,15 mins,Dark &quot;Chevron&quot; shaped craft with 3 white lights flying sideways near Buttonwillow&#44 CA,7/16/2003,35.4005556,-119.4686111,5,2000,2000-05
47007,2000-05-15 22:00:00,lancaster,ca,us,triangle,20,20 sec.,dark triangular object that emitted a stange sound,8/5/2001,34.6980556,-118.1358333,5,2000,2000-05
47008,2000-05-15 22:00:00,virginia,mn,us,other,30,30secs,These objects were well lit of gold colors&#44 in the shape of a boomerang&#44 or a batwing. from the size of a double fist to a little large,6/6/2000,47.5233333,-92.5363889,5,2000,2000-05
47009,2000-05-15 22:30:00,pittsburg,tx,us,light,300,5 minutes,A friend and I watched as alight approached from the horizon.  As it got closer to us&#44 it resolved itself into a cluster of red&#44 green,1/17/2004,32.9952778,-94.9655556,5,2000,2000-05
47010,2000-05-15 22:50:00,shakopee,mn,us,fireball,5,5 sec,Fireball that changed course,10/12/2001,44.7980556,-93.5266667,5,2000,2000-05
47011,2000-05-15 23:00:00,fair lawn,nj,us,circle,40,20-40 seconds,2000 UFO sighting northern NJ suberbs.,8/28/2003,40.9402778,-74.1322222,5,2000,2000-05
47012,2000-05-15 23:30:00,cleveland (approaching),oh,us,teardrop,4,3-4 seconds,Near miss - a UFO shot out from under our MD-80 and made a ninety degree turn off our right wing.,12/2/2000,41.4994444,-81.6955556,5,2000,2000-05
47013,2000-05-15 23:45:00,vancouver (canada),bc,ca,chevron,90,1.5 minutes,Clear and close  look at unknown flying craft,12/2/2000,49.25,-123.133333,5,2000,2000-05
47014,2001-05-15 00:00:00,lower lake,ca,us,unknown,600,10 minutes,Hovering rolling lights.,10/12/2001,38.9105556,-122.6091667,5,2001,2001-05
47015,2001-05-15 01:00:00,alden,mn,us,unknown,0,unknown,3 circles in hay field,7/8/2004,43.6702778,-93.5758333,5,2001,2001-05
47016,2001-05-15 01:30:00,dalton,ma,us,triangle,600,10 minutes,The object was silent but seemed to &quot;pulse&quot; across the sky.,4/25/2002,42.4736111,-73.1666667,5,2001,2001-05
47017,2001-05-15 13:00:00,new york city (manhattan),ny,us,oval,2700,45 minutes,Mass of UFO&#39s converge above the sky of Lower Manhattan in broad daylight,2/1/2007,40.7141667,-74.0063889,5,2001,2001-05
47018,2001-05-15 18:30:00,st. thomas (canada),on,ca,oval,600,10 min.,Aliens prepared to protect themselves from other aliens,12/12/2011,42.783333,-81.183333,5,2001,2001-05
47020,2001-05-15 19:00:00,warrensburg,mo,us,cylinder,900,15 min,White cylinder  fallowed  airforce jets for about 10 to 15 min. untill out of sight.,7/16/2006,38.7627778,-93.7358333,5,2001,2001-05
47021,2001-05-15 21:00:00,vicksburg,ms,us,oval,0,5/15/01,first i need to tell yall  i will not be home  until after the forth of july,8/5/2001,32.3525000,-90.8777778,5,2001,2001-05
47022,2001-05-15 21:00:00,watkins glen,ny,us,circle,900,15 minutes,UFO,8/5/2001,42.3805556,-76.8736111,5,2001,2001-05
47023,2001-05-15 22:00:00,bellevue,ne,us,unknown,50,50 seconds,Bright lights &quot;jumping&quot; across the night sky.,8/5/2001,41.1366667,-95.8905556,5,2001,2001-05
47024,2001-05-15 22:45:00,mallory,ny,us,flash,2,few seconds,brilliant&#44 flashing&#44 point of white light&#44 travelling at unexpected angles,8/5/2001,43.3236111,-76.1169444,5,2001,2001-05
47025,2001-05-15 23:00:00,new port richey,fl,us,fireball,600,10 minutes,Red-orange fireball&#44fell strait down.,8/16/2002,28.2438889,-82.7194444,5,2001,2001-05
47026,2001-05-15 23:15:00,valatie,ny,us,diamond,0,,One Night While Laying In Bed,4/8/2002,42.4133333,-73.6736111,5,2001,2001-05
47029,2002-05-15 00:30:00,wyoming,pa,us,light,1800,30  minutes,Bright non-blinking Light/Lights Hovering . scanning local Forest area . NOT helicopters- read on.,9/19/2002,41.3116667,-75.8377778,5,2002,2002-05
47030,2002-05-15 01:30:00,center,tx,us,triangle,5,3-5 seconds,spotted twice&#44 triangular with white lights&#44 no sound,6/12/2002,31.7952778,-94.1788889,5,2002,2002-05
47031,2002-05-15 03:00:00,inside passage,ak,,oval,120,2 minutes,while on a cruise to alaska&#44 (the inside passage) i with no hesitation saw 2 unidentified flying objects. they were circleling each oth,5/24/2005,54.800685,-131.44043,5,2002,2002-05
47032,2002-05-15 04:00:00,monterey/seaside,ca,,light,20,20sic,I saw this big bright light on the road comming from Los Angeles to Monterey california,7/1/2002,36.611111,-121.844722,5,2002,2002-05
47033,2002-05-15 04:25:00,sandy,ut,,light,60,1 minute +,Three non-blinking stars moving across the sky from south to north in eastern part of sky at 4:25 a.m.,6/12/2002,40.5725,-111.859722,5,2002,2002-05
47034,2002-05-15 12:00:00,florissant,co,us,circle,30,30 secomds,Clear&#44 round&#44 silvery object with a definate flightpath. Right across the sky. Fast&#33 Faster than any other aircraft around it.,7/16/2006,38.9458333,-105.2888889,5,2002,2002-05
47035,2002-05-15 13:00:00,pickering (canada),on,ca,sphere,20,20 seconds,chrome sphere reflecting noon sun on straight NW to SE trajectory,1/10/2009,43.866667,-79.033333,5,2002,2002-05
47036,2002-05-15 14:00:00,capitola,ca,us,triangle,180,2-3 minutes,Small triangle with two props 3 feet from each wing tip and perfectly quiet at a low altitude.,12/14/2004,36.9752778,-121.9522222,5,2002,2002-05
47037,2002-05-15 14:30:00,hesperia,ca,us,diamond,60,1 minute,Glowing red&#44 shaped like a diamond.,10/15/2002,34.4263889,-117.3,5,2002,2002-05
47038,2002-05-15 16:00:00,morrow,ga,us,light,900,15 minutes,Stars in Broad Daylight,6/12/2002,33.5830556,-84.3394444,5,2002,2002-05
47039,2002-05-15 20:30:00,walnut creek,ca,us,light,180,3 min.,One orb&#44 followed by a jet&#44 followed&#44 in turn&#44 by another orb. I am not certain exactly when this happened.,4/22/2003,37.9063889,-122.0638889,5,2002,2002-05
47040,2002-05-15 21:00:00,kalamazoo,mi,us,light,4,3 or 4 seconds,Fast blue light without sound in Kalamazoo.,8/16/2002,42.2916667,-85.5872222,5,2002,2002-05
47041,2002-05-15 22:00:00,forty fort,pa,us,chevron,420,7 minutes,20 -25 chevron shaped&#44 lite blue objects flying in a &quot;v&quot; shape hi alt. and hi speed,6/12/2002,41.2788889,-75.8786111,5,2002,2002-05
47042,2002-05-15 22:30:00,ford island,hi,,sphere,180,3 minutes,Pulsating&#44 hovering light behind Kaala&#44 viewed from Ford Island.,8/28/2003,21.364252,-157.959815,5,2002,2002-05
47043,2002-05-15 23:00:00,ballston lake/malta,ny,,unknown,900,15 minutes,BALLSTON LAKE/ MALTA/ BALLSTON SIGHTING&#44 Possible government UFO,7/13/2005,42.938735,-73.857344,5,2002,2002-05
47044,2002-05-15 23:30:00,glen head,ny,us,triangle,35,35 seconds,It was many blinking lights in the ski.,6/12/2002,40.8352778,-73.6241667,5,2002,2002-05
47045,2003-05-15 00:30:00,burlington,wv,us,triangle,60,60 sec.,05/15/03 24:30 Burlington&#44 W.V. Bright red glowing triangle&#44 hovered&#44circled &#44emitted warm air.,8/28/2003,39.3375000,-78.9183333,5,2003,2003-05
47046,2003-05-15 01:30:00,longview,tx,us,light,900,approx. 15 mins,&quot;star&quot; appeared to be jumping back and forth between two points&#44 very weird.,7/16/2006,32.5005556,-94.7402778,5,2003,2003-05
47047,2003-05-15 02:00:00,franconia notch (i-93 southbound),nh,,diamond,60,1 minute,Spacecraft  Defaces Old Man,12/19/2003,44.152565,-71.679528,5,2003,2003-05
47048,2003-05-15 03:00:00,kimberley (canada),bc,ca,light,60,appox: 1 minute,HBCCUFO CANADIAN REPORT:  3:00 a.m. to a bright yet soft orange/amber light shining in our bedroom window.,8/28/2003,49.683333,-115.983333,5,2003,2003-05
